edad,empleado,ingreso,titulo,experiencia,estadocivil,religion,estadoactual,color,sexo,ganado,perdido,horastrabajo,origen
15116:17643:17643:25356:65, Private, 89681, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 99, United-States, <=50K
15117:17644:17644:25358:45, Private, 102308, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States, >50K
15165:17698:17698:25440:54, Private, 215990, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 44, United-States, >50K
15201:17743:17743:25505:48, Private, 287480, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
15225:17771:17771:25542:39, Private, 134367, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1977, 24, United-States, >50K
15296:17857:17857:25676:28, Private, 192283, Masters, 14, Married-spouse-absent, Sales, Not-in-family, White, Female, 0, 0, 80, United-States, >50K
15307:17871:17871:25694:39, Private, 65738, Masters, 14, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K
15311:17876:17876:25700:46, Private, 110171, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 50, United-States, >50K
15333:17899:17899:25731:45, Private, 33794, Masters, 14, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
15364:17934:17934:25779:67, Private, 105252, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
15396:17969:17969:25827:54, Private, 176240, Masters, 14, Married-civ-spouse, Transport-moving, Husband, White, Male, 7688, 0, 60, United-States, >50K
15405:17979:17979:25849:58, Private, 170108, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
15413:17990:17990:25871:35, Private, 178948, Masters, 14, Never-married, Prof-specialty, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
15426:18006:18006:25896:49, Private, 185385, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
15435:18019:18019:25916:51, Private, 172046, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 50, United-States, >50K
15474:18066:18066:25979:31, Private, 169589, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
15495:18090:18090:26013:28, Private, 109001, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, United-States, >50K
15514:18110:18110:26040:65, Private, 344152, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5556, 0, 50, United-States, >50K
15526:18127:18127:26061:60, Private, 239576, Masters, 14, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 10, United-States, <=50K
15589:18201:18201:26180:44, Private, 236746, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 10520, 0, 45, United-States, >50K
15595:18208:18208:26188:33, Private, 594187, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
15613:18228:18228:26217:28, Private, 190525, Masters, 14, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
15623:18239:18239:26233:26, Private, 29957, Masters, 14, Never-married, Tech-support, Other-relative, White, Male, 0, 0, 25, United-States, <=50K
15649:18267:18267:26272:41, Private, 70645, Masters, 14, Widowed, Prof-specialty, Not-in-family, White, Female, 4650, 0, 55, United-States, <=50K
15675:18297:18297:26315:28, Private, 274679, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
15691:18314:18314:26337:26, Private, 173593, Masters, 14, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 20, Canada, <=50K
15737:18367:18367:26417:36, Private, 145576, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1977, 40, Japan, >50K
15813:18459:18459:26537:35, Private, 119098, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
15844:18499:18499:26593:43, Private, 183273, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 15024, 0, 32, United-States, >50K
15878:18543:18543:26663:27, Private, 142712, Masters, 14, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, ?, <=50K
15894:18560:18560:26685:49, Private, 340755, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
15918:18588:18588:26724:52, Private, 260938, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
15927:18597:18597:26738:30, Private, 196342, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, Ireland, <=50K
15931:18601:18601:26743:46, Private, 73434, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
15933:18603:18603:26746:42, Private, 210525, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
15938:18608:18608:26751:64, Private, 149775, Masters, 14, Never-married, Prof-specialty, Other-relative, White, Female, 0, 0, 8, United-States, <=50K
15947:18619:18619:26768:49, Private, 129513, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
16006:18689:18689:26859:47, Private, 102628, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 55, United-States, >50K
16069:18765:18765:26977:63, Private, 30813, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
16122:18832:18832:27083:62, Private, 138253, Masters, 14, Never-married, Handlers-cleaners, Not-in-family, White, Male, 4650, 0, 40, United-States, <=50K
16136:18847:18847:27110:39, Private, 225504, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
16146:18859:18859:27127:72, Private, 107814, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 2329, 0, 60, United-States, <=50K
16197:18919:18919:27228:51, Private, 48343, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 50, United-States, >50K
16210:18935:18935:27247:43, Private, 289669, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 2547, 40, United-States, >50K
16219:18946:18946:27262:68, Private, 191581, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 3273, 0, 40, United-States, <=50K
16232:18960:18960:27284:33, Private, 188246, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 45, United-States, >50K
16265:19006:19006:27348:41, Private, 242089, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
16292:19039:19039:27403:30, Private, 48014, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, France, <=50K
16313:19065:19065:27439:43, Private, 211128, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, >50K
16351:19108:19108:27494:41, Private, 56795, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 45, England, <=50K
16410:19175:19175:27587:51, Private, 123429, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
16420:19185:19185:27602:39, Private, 108140, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
16433:19200:19200:27624:44, Private, 165346, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
16440:19210:19210:27641:34, Private, 379798, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
16441:19211:19211:27642:38, Private, 227945, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 65, United-States, >50K
16450:19222:19222:27657:41, Private, 106679, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 27828, 0, 50, United-States, >50K
16482:19262:19262:27711:38, Private, 98360, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
16490:19272:19272:27724:48, Private, 207277, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, >50K
16540:19328:19328:27792:23, Private, 250630, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
16550:19342:19342:27812:56, Private, 37394, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
16562:19356:19356:27828:26, Private, 68001, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
16582:19377:19377:27861:47, Private, 304857, Masters, 14, Separated, Tech-support, Not-in-family, White, Male, 27828, 0, 40, United-States, >50K
16585:19380:19380:27864:47, Private, 181363, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
16586:19381:19381:27865:54, Private, 338620, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 52, United-States, >50K
16629:19430:19430:27927:68, Private, 211287, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2392, 40, United-States, >50K
16644:19449:19449:27955:30, Private, 169496, Masters, 14, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 15, United-States, >50K
16645:19450:19450:27956:53, Private, 22978, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, >50K
16654:19460:19460:27969:49, Private, 287647, Masters, 14, Divorced, Sales, Not-in-family, White, Male, 4787, 0, 45, United-States, >50K
16667:19475:19475:27987:43, Private, 101950, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
16728:19548:19548:28078:41, Private, 211253, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K
16764:19594:19594:28138:36, Private, 171393, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 55, United-States, >50K
16766:19596:19596:28141:54, Private, 172281, Masters, 14, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
16789:19623:19623:28187:32, Private, 209538, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
16844:19690:19690:28290:36, Private, 223433, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 50, United-States, >50K
16848:19694:19694:28294:54, Private, 98436, Masters, 14, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
16864:19714:19714:28324:28, Private, 173944, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
16866:19717:19717:28328:47, Private, 347025, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
16874:19727:19727:28340:47, Private, 235683, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
16901:19757:19757:28381:46, Private, 261059, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 50, United-States, >50K
16989:19866:19866:28539:47, Private, 158286, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
17007:19888:19888:28563:51, Private, 82578, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, Canada, >50K
17012:19894:19894:28571:63, Private, 167967, Masters, 14, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 46, United-States, <=50K
17074:19967:19967:28673:48, Private, 148995, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
17085:19979:19979:28692:36, Private, 386726, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1977, 44, United-States, >50K
17087:19982:19982:28699:71, Private, 97870, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 15, Germany, <=50K
17088:19983:19983:28700:48, Private, 254291, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
17102:19999:19999:28725:37, Private, 174150, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
17118:20018:20018:28750:48, Private, 204629, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
17178:20090:20090:28853:61, Private, 147280, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
17208:20125:20125:28901:35, Private, 206951, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
17230:20153:20153:28939:46, Private, 268022, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, ?, >50K
17235:20160:20160:28948:56, Private, 282023, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
17248:20177:20177:28972:33, Private, 181372, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, >50K
17275:20206:20206:29009:75, Private, 256474, Masters, 14, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 16, United-States, <=50K
17286:20221:20221:29032:38, Private, 277248, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, Cuba, >50K
17307:20243:20243:29059:33, Private, 79923, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
17328:20265:20265:29088:39, Private, 290922, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
17356:20298:20298:29139:29, Private, 201017, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 55, Scotland, <=50K
17368:20311:20311:29155:25, Private, 239461, Masters, 14, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 35, United-States, <=50K
17390:20336:20336:29191:40, Private, 56072, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
17445:20395:20395:29278:35, Private, 397307, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K
17466:20418:20418:29310:27, Private, 335421, Masters, 14, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
17501:20460:20460:29375:41, Private, 180181, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
17572:20546:20546:29489:74, Private, 84197, Masters, 14, Divorced, Sales, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K
17585:20562:20562:29508:34, Private, 169583, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
17607:20590:20590:29543:53, Private, 285621, Masters, 14, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
17657:20650:20650:29625:51, Private, 95329, Masters, 14, Divorced, Protective-serv, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
17695:20691:20691:29683:49, Private, 187370, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
17703:20700:20700:29697:47, Private, 606752, Masters, 14, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
17719:20719:20719:29725:44, Private, 110396, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 14084, 0, 56, United-States, >50K
17728:20730:20730:29743:50, Private, 22211, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 50, United-States, >50K
17757:20762:20762:29791:26, Private, 157028, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 55, United-States, >50K
17798:20808:20808:29865:33, Private, 347623, Masters, 14, Never-married, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
17801:20812:20812:29869:47, Private, 158451, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 2, United-States, >50K
